To learn about increasing the verbosity of the NGen log files please see http://go.microsoft.com/fwlink/?linkid=210113
06/29/2018 19:26:06.262 [1860]: 1>    Compiling assembly Microsoft.ServiceModel.DomainServices.Tools.resources, Version=4.0.0.00000, Culture=fr, PublicKeyToken=31BF3856AD364E35 (CLR v4.0.30319) ...
06/29/2018 19:28:21.483 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Progression.Native.VSPackage, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:28:21.530 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x200001c - FileDetails.
06/29/2018 19:28:21.530 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x200001d - Mapper.
06/29/2018 19:28:21.545 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x200002f - <GetMatchingConfigFiles>d__17.
06/29/2018 19:28:21.577 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000012 - Microsoft.VisualStudio.CodeStore.Internal.ProjectRec.
06/29/2018 19:28:21.577 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000013 - Microsoft.VisualStudio.CodeStore.Internal.ConfigRec.
06/29/2018 19:28:21.577 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000014 - Microsoft.VisualStudio.CodeStore.Internal.IdFile.
06/29/2018 19:28:21.577 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000015 - Microsoft.VisualStudio.CodeStore.Internal.FileRec.
06/29/2018 19:28:21.577 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000016 - Microsoft.VisualStudio.CodeStore.Internal.IProjectResults.
06/29/2018 19:28:21.592 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000017 - Microsoft.VisualStudio.CodeStore.Internal.IncludeItemRec.
06/29/2018 19:28:21.592 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000018 - Microsoft.VisualStudio.CodeStore.Internal.IIncludeItemResults.
06/29/2018 19:28:21.592 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000019 - Microsoft.VisualStudio.CodeStore.Internal.IncluderIncludeeRec.
06/29/2018 19:28:21.592 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100001a - Microsoft.VisualStudio.CodeStore.Internal.IIncluderIncludeeResults.
06/29/2018 19:28:21.592 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100001b - Microsoft.VisualStudio.CodeStore.Internal.IFileResults.
06/29/2018 19:28:21.592 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100001c - Microsoft.VisualStudio.CodeStore.Internal.IConfigResults.
06/29/2018 19:28:21.592 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100001d - Microsoft.VisualStudio.CodeStore.Internal.ConfigFileRec.
06/29/2018 19:28:21.592 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100001e - Microsoft.VisualStudio.CodeStore.Internal.IConfigFileResults.
06/29/2018 19:28:21.592 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100001f - Microsoft.VisualStudio.CppSvc.Internal.IVCQueryCodeStore.
06/29/2018 19:28:21.608 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000020 - Microsoft.VisualStudio.CodeStore.Internal.IdProj.
06/29/2018 19:28:21.624 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000033 - Microsoft.VisualStudio.CodeStore.Internal.IdConfig.
06/29/2018 19:28:21.624 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100003b - Microsoft.VisualStudio.CodeStore.Internal.IdItem.
06/29/2018 19:28:21.624 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100003d - Microsoft.VisualStudio.CppSvc.Internal.IVCCodeStoreManager.
06/29/2018 19:28:21.639 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000078 - Microsoft.VisualStudio.CodeStore.Internal.QueryFilter.
06/29/2018 19:28:21.639 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000079 - Microsoft.VisualStudio.CodeStore.Internal.QueryFilterKind.
06/29/2018 19:28:21.686 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x10000bc - Microsoft.VisualStudio.CodeStore.Internal.QueryOption.
06/29/2018 19:28:21.686 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x10000bd - Microsoft.VisualStudio.CodeStore.Internal.FileOrder.
06/29/2018 19:28:21.686 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x10000da - Microsoft.VisualStudio.CodeStore.Internal.IncluderIncludeeOrder.
06/29/2018 19:28:21.686 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x10000e0 - Microsoft.VisualStudio.CppSvc.Internal.CPPThreadSafeServiceClass.
06/29/2018 19:28:21.686 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000015 - .
06/29/2018 19:28:21.686 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000016 - .
06/29/2018 19:28:21.702 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000017 - .
06/29/2018 19:28:21.702 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b00001f - .
06/29/2018 19:28:21.702 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000020 - .
06/29/2018 19:28:21.702 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000021 - .
06/29/2018 19:28:21.702 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000022 - .
06/29/2018 19:28:21.702 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000023 - .
06/29/2018 19:28:21.702 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000024 - .
06/29/2018 19:28:21.702 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000025 - .
06/29/2018 19:28:21.702 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000026 - .
06/29/2018 19:28:21.717 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000027 - .
06/29/2018 19:28:21.717 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000028 - .
06/29/2018 19:28:21.717 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000029 - .
06/29/2018 19:28:21.717 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b00002a - .
06/29/2018 19:28:21.717 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b00002b - .
06/29/2018 19:28:21.717 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b00002c - .
06/29/2018 19:28:21.717 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b00002d - .
06/29/2018 19:28:21.717 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b00002e - .
06/29/2018 19:28:21.717 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b00002f - .
06/29/2018 19:28:21.717 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000035 - .
06/29/2018 19:28:21.733 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000036 - .
06/29/2018 19:28:21.733 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b00003d - .
06/29/2018 19:28:21.733 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b00003e - .
06/29/2018 19:28:21.733 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b00003f - .
06/29/2018 19:28:21.733 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000040 - .
06/29/2018 19:28:21.733 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000042 - .
06/29/2018 19:28:21.733 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1b000043 - .
06/29/2018 19:28:21.733 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000073 - Microsoft.VisualStudio.CodeStore.Internal.ProjectRec.guid.
06/29/2018 19:28:21.733 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000076 - Microsoft.VisualStudio.CodeStore.Internal.ProjectRec.id.
06/29/2018 19:28:21.749 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000077 - Microsoft.VisualStudio.CodeStore.Internal.IdProj.row.
06/29/2018 19:28:21.749 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000078 - Microsoft.VisualStudio.CodeStore.Internal.ConfigRec.id.
06/29/2018 19:28:21.749 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000079 - Microsoft.VisualStudio.CodeStore.Internal.IdConfig.row.
06/29/2018 19:28:21.749 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00007a - Microsoft.VisualStudio.CodeStore.Internal.IdFile.row.
06/29/2018 19:28:21.749 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00007b - Microsoft.VisualStudio.CodeStore.Internal.FileRec.id.
06/29/2018 19:28:21.749 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00007c - Microsoft.VisualStudio.CodeStore.Internal.IProjectResults.GetData.
06/29/2018 19:28:21.749 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00007d - Microsoft.VisualStudio.CodeStore.Internal.IIncludeItemResults.GetData.
06/29/2018 19:28:21.749 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00007e - Microsoft.VisualStudio.CodeStore.Internal.IIncluderIncludeeResults.GetData.
06/29/2018 19:28:21.749 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00007f - Microsoft.VisualStudio.CodeStore.Internal.IFileResults.GetData.
06/29/2018 19:28:21.764 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000080 - Microsoft.VisualStudio.CodeStore.Internal.IConfigResults.GetData.
06/29/2018 19:28:21.764 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000081 - Microsoft.VisualStudio.CodeStore.Internal.IConfigFileResults.GetData.
06/29/2018 19:28:21.764 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000082 - Microsoft.VisualStudio.CodeStore.Internal.QueryFilter.qfk.
06/29/2018 19:28:21.764 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000083 - Microsoft.VisualStudio.CodeStore.Internal.QueryFilter.rg.
06/29/2018 19:28:21.764 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000084 - Microsoft.VisualStudio.CppSvc.Internal.IVCQueryCodeStore.GetConfigs.
06/29/2018 19:28:21.764 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000085 - Microsoft.VisualStudio.CppSvc.Internal.IVCQueryCodeStore.GetFileById.
06/29/2018 19:28:21.764 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000086 - Microsoft.VisualStudio.CppSvc.Internal.IVCQueryCodeStore.GetProjectById.
06/29/2018 19:28:21.764 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0000c6 - Microsoft.VisualStudio.CodeStore.Internal.ProjectRec.bstrName.
06/29/2018 19:28:21.764 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0000cb - Microsoft.VisualStudio.CppSvc.Internal.IVCQueryCodeStore.GetProjects.
06/29/2018 19:28:21.780 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0000cd - Microsoft.VisualStudio.CodeStore.Internal.IProjectResults.MoveNext.
06/29/2018 19:28:21.780 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa0000ce - Microsoft.VisualStudio.CodeStore.Internal.IProjectResults.Close.
06/29/2018 19:28:21.780 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa000137 - Microsoft.VisualStudio.CppSvc.Internal.IVCQueryCodeStore.GetStructureVersion.
06/29/2018 19:28:21.780 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CppSvc.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00013a - Microsoft.VisualStudio.CppSvc.Internal.IVCQueryCodeStore.GetFiles.
06/29/2018 19:28:21.780 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.VisualStudio.CodeStore.Internal, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0xa00013b - Microsoft.VisualStudio.CodeStore.Internal.FileRec.bstrName.
